facility_id;state_id;lga_id;name;facility_type;address1;address2;phone1;phone2;email;pad_hospital_num;day_dqa;active;partner_ids;national_id;datim_id
68;1;3;ab Achara Health Centre;Rural;;0;;;;1;12;0;;;
69;1;3;ab Amaeka Abem Health Centre;Rural;;0;;;;1;12;0;;;
70;1;3;ab Amakofia Health Centre;Rural;;0;;;;1;12;0;;;
71;1;3;ab Amamiri Health Centre;Rural;;0;;;;1;12;0;;;
72;1;3;ab Amuru Health Centre;Rural;;0;;;;1;12;0;;;
73;1;3;ab Asaga Health Centre;Rural;;0;;;;1;12;0;;;
74;1;3;ab Atani Health Centre;Rural;;0;;;;1;12;0;;;
75;1;3;ab Eleoha Otutu Health Centre;Rural;;0;;;;1;12;0;;;
76;1;3;ab Idima Health Centre;Rural;;0;;;;1;12;0;;;
77;1;3;ab Mercy Catholic Hospital;Rural;;0;;;;1;12;0;;;
78;1;3;ab Ndi Okorie Abam;Rural;;0;;;;1;12;0;;;
79;1;3;ab Nkpakpi Otutu Health Centre;Rural;;0;;;;1;12;0;;;
80;1;3;ab Obieze Isu Health Centre;Rural;;0;;;;1;12;0;;;
81;1;3;ab Obinkita Health Centre;Rural;;0;;;;1;12;0;;;
82;1;3;ab Ozu Abam Primary Health Centre;Rural;;0;;;;1;12;0;;;
83;1;3;ab St Anthonys Hospital (Arochukwu);Rural;;0;;;;1;12;0;;;
84;1;3;ab Ugwuavo Health Centre;Rural;;0;;;;1;12;0;;;
85;1;3;ab Ukwuakwu Health Centre;Rural;;0;;;;1;12;0;;;
86;1;3;ab Umuzomgbo Health Centre;Rural;;0;;;;1;12;0;;;
87;1;4;ab Agbamuzu Primary Health Centre;Rural;;0;;;;1;12;0;;;
88;1;4;ab Akoli Health Centre;Rural;;0;;;;1;12;0;;;
89;1;4;ab Alayi Maternity Primary Health Centre;Rural;;0;;;;1;12;0;;;
90;1;4;ab Amaba Ugwueke Health;Rural;;0;;;;1;12;0;;;
91;1;4;ab Amaegbuato Primary Health Centre;Rural;;0;;;;1;12;0;;;
92;1;4;ab Amankalu Primary Health Centre;Rural;;0;;;;1;12;0;;;
93;1;4;ab Amaokwe Item Maternity Primary Health Centre;Rural;;0;;;;1;12;0;;;
94;1;4;ab Amaukwu Primary Health Centre;Rural;;0;;;;1;12;0;;;
95;1;4;ab Bende Maternity Home Primary Health Centre;Rural;;0;;;;1;12;0;;;
96;1;4;ab Chijioke Osogbo Methodist Memory Hospital;Rural;;0;;;;1;12;0;;;
97;1;4;ab Ezeukwe Health Centre;Rural;;0;;;;1;12;0;;;
98;1;4;ab Ezinne Model Maternity Home;Rural;;0;;;;1;12;0;;;
99;1;4;ab Igbere Primary Health Centre;Rural;;0;;;;1;12;0;;;
100;1;4;ab Ijeoma Maternity Home;Rural;;0;;;;1;12;0;;;
101;1;4;ab Isiegbu Ozuitem Primary Health Centre;Rural;;0;;;;1;12;0;;;
102;1;4;ab Ndiwo Itumbuzo Primary Health Centre;Rural;;0;;;;1;12;0;;;
103;1;4;ab Ngwu Health Centre;Rural;;0;;;;1;12;0;;;
104;1;4;ab Nkechi Colwill Hospital;Rural;;0;;;;1;12;0;;;
105;1;4;ab Okporoenyi Primary Health Centre;Rural;;0;;;;1;12;0;;;
106;1;4;ab Okpuhu Nkpa Primary Health Centre;Rural;;0;;;;1;12;0;;;
107;1;4;ab Standard Health Clinic;Rural;;0;;;;1;12;0;;;
108;1;4;ab Ugwueke Royal Cross Hospital;Rural;;0;;;;1;12;0;;;
109;1;4;ab Umunneato Comprehensive Primary Health Centre;Rural;;0;;;;1;12;0;;;
110;1;4;ab Umuokwe Primary Health Centre;Rural;;0;;;;1;12;0;;;
111;1;4;ab Umusi Primary Health Centre;Rural;;0;;;;1;12;0;;;
112;1;4;ab Uzuakoli Primary Health Centre;Rural;;0;;;;1;12;0;;;
113;1;3;ab Aduanu Health Centre;Rural;;0;;;;1;12;0;;;
114;1;5;ab Ahia Orie Health Centre;Rural;;0;;;;1;12;0;;;
115;1;5;ab Amaba Health Centre;Urban;;0;;;;1;12;0;;;
116;1;5;ab Amawum Outreach Unit;Rural;;0;;;;1;12;0;;;
117;1;5;ab Ariam Health Centre;Rural;;0;;;;1;12;0;;;
118;1;5;ab Awomukwu Primary Health Centre;Urban;;0;;;;1;12;0;;;
119;1;5;ab FMC Comprehensive Health Centre;Rural;;0;;;;1;12;0;;;
120;1;5;ab Iberenta Primary Health Centre;Urban;;0;;;;1;12;0;;;
121;1;5;ab Ikemba Health Centre;Urban;;0;;;;1;12;0;;;
122;1;5;ab Iyiala Health Centre;Urban;;0;;;;1;12;0;;;
123;1;5;ab Michael Okpara University of Agriculture Health Centre;Urban;;0;;;;1;12;0;;;
124;1;5;ab Nkasi Maternity;Urban;;0;;;;1;12;0;;;
125;1;5;ab Oboro Health Centre;Rural;;0;;;;1;12;0;;;
126;1;5;ab Obugwu Primary Health Centre;Urban;;0;;;;1;12;0;;;
127;1;5;ab Obuohia Ibere Health Centre;Urban;;0;;;;1;12;0;;;
128;1;5;ab Obuohia Okike Primary Health Centre;Urban;;0;;;;1;12;0;;;
129;1;5;ab Okwe-Ukwe Primary Health Centre;Rural;;0;;;;1;12;0;;;
130;1;5;ab Umudike Ukwu Health Centre;Urban;;0;;;;1;12;0;;;
131;1;5;ab Usaka Ukwu Health Centre;Urban;;0;;;;1;12;0;;;
132;1;6;ab Abayi Health Centre;Rural;;0;;;;1;12;0;;;
133;1;6;ab Agburuezukwu Health Centre;Rural;;0;;;;1;12;0;;;
134;1;6;ab Ahiabaubi Primary Health Centre;Rural;;0;;;;1;12;0;;;
135;1;6;ab Amachi Health Post;Rural;;0;;;;1;12;0;;;
136;1;6;ab Anglican Maternity;Rural;;0;;;;1;12;0;;;
137;1;6;ab Chinenyenwa Maternity;Rural;;0;;;;1;12;0;;;
138;1;6;ab Chinonyerem Maternity;Rural;;0;;;;1;12;0;;;
139;1;6;ab Eziala Primary Health Centre;Rural;;0;;;;1;12;0;;;
140;1;6;ab Gods Own Heritage Maternity;Rural;;0;;;;1;12;0;;;
141;1;6;ab Ichi Ukwu Health Centre;Rural;;0;;;;1;12;0;;;
142;1;6;ab Ihie Health Centre;Rural;;0;;;;1;12;0;;;
143;1;6;ab Ikputu Health Centre;Rural;;0;;;;1;12;0;;;
144;1;6;ab Ntigha Primary Health Centre;Rural;;0;;;;1;12;0;;;
145;1;6;ab Ohuhu Nsulu Health Centre;Rural;;0;;;;1;12;0;;;
146;1;6;ab Okualangwa Primary Health Centre;Rural;;0;;;;1;12;0;;;
147;1;6;ab Oriaa Na Ugaa Hospital Ntigha;Rural;;0;;;;1;12;0;;;
148;1;6;ab Osusu Primary Health Centre;Rural;;0;;;;1;12;0;;;
149;1;6;ab St. Eugene Clinic;Rural;;0;;;;1;12;0;;;
150;1;6;ab Umuakwu Primary Health Centre;Rural;;0;;;;1;12;0;;;
151;1;6;ab Umuchima Primary Health Centre;Rural;;0;;;;1;12;0;;;
152;1;6;ab Umuezenta Basic Healthcare;Rural;;0;;;;1;12;0;;;
153;1;6;ab Umuezeukwu Health Post;Rural;;0;;;;1;12;0;;;
154;1;6;ab Umuode Health Centre;Rural;;0;;;;1;12;0;;;
155;1;6;ab Umuosu Primary Health Centre;Rural;;0;;;;1;12;0;;;
156;1;6;ab Uratta Health Centre;Rural;;0;;;;1;12;0;;;
157;1;6;ab Usaka Umuofor Health Centre;Rural;;0;;;;1;12;0;;;
158;1;7;ab Africare Health Centre;Rural;;0;;;;1;12;0;;;
159;1;7;ab Agbaragwu Primary Health Centre;Rural;;0;;;;1;12;0;;;
160;1;7;ab Amaku Primary Health Centre;Rural;;0;;;;1;12;0;;;
161;1;7;ab Christianways Mission Hospital;Rural;;0;;;;1;12;0;;;
162;1;7;ab Ebeyi Primary Health Centre;Rural;;0;;;;1;12;0;;;
163;1;7;ab Eketa Health Centre;Rural;;0;;;;1;12;0;;;
164;1;7;ab Ikem Nvosi Health Centre;Rural;;0;;;;1;12;0;;;
165;1;7;ab Jesus Glory/Chi Chi Maternity;Rural;;0;;;;1;12;0;;;
166;1;7;ab Mbutu Ukwu Primary Health Centre;Rural;;0;;;;1;12;0;;;
167;1;7;ab Mbutu Umuoko Primary Health Centre;Rural;;0;;;;1;12;0;;;
168;1;7;ab Mercy Hospital;Rural;;0;;;;1;12;0;;;
169;1;7;ab Mercy Maternity Home and Rehabilitation Centre;Rural;;0;;;;1;12;0;;;
170;1;7;ab Mgbokonta Primary Health Centre;Rural;;0;;;;1;12;0;;;
171;1;7;ab Ngwaobi Primary Health Centre;Rural;;0;;;;1;12;0;;;
172;1;7;ab Omoba Health Centre;Rural;;0;;;;1;12;0;;;
173;1;7;ab Osokwa Model Health Centre;Rural;;0;;;;1;12;0;;;
174;1;7;ab St Simons Maternity;Rural;;0;;;;1;12;0;;;
175;1;7;ab Ugba Primary Health Centre;Rural;;0;;;;1;12;0;;;
176;1;7;ab Umuajuju Health Centre;Rural;;0;;;;1;12;0;;;
177;1;7;ab Umuene Primary Health Centre;Rural;;0;;;;1;12;0;;;
178;1;7;ab Umunko Health Centre;Rural;;0;;;;1;12;0;;;
179;1;7;ab Umunkpeyi Nvosi Primary Healthcare;Rural;;0;;;;1;12;0;;;
180;1;7;ab Umuotiri Health Centre;Rural;;0;;;;1;12;0;;;
181;1;8;ab Acha Primary Health Centre;Rural;;0;;;;1;12;0;;;
182;1;8;ab Achara Health Centre (Isikwuato);Rural;;0;;;;1;12;0;;;
183;1;8;ab Amaba Health Centre (Isikwuato);Rural;;0;;;;1;12;0;;;
184;1;8;ab Amaiyi Obilohia Primary Health Centre;Rural;;0;;;;1;12;0;;;
185;1;8;ab Amangelukwu Health Centre;Rural;;0;;;;1;12;0;;;
186;1;8;ab Amiyiuhu Health Centre Oguduasa;Rural;;0;;;;1;12;0;;;
187;1;8;ab Echiele Primary Health Centre;Rural;;0;;;;1;12;0;;;
188;1;8;ab Imenyi Ahaba Primary Health Centre;Rural;;0;;;;1;12;0;;;
189;1;8;ab Marist Cottage Hospital Uturu;Rural;;0;;;;1;12;0;;;
190;1;8;ab Mbaugwu Primary Health Centre;Rural;;0;;;;1;12;0;;;
191;1;8;ab Mgbelu Umunnekwu Health Centre;Rural;;0;;;;1;12;0;;;
192;1;8;ab Ndundu Health Centre Uturu;Rural;;0;;;;1;12;0;;;
193;1;8;ab Nunya Primary Health Centre;Rural;;0;;;;1;12;0;;;
194;1;8;ab Nvurunvu Primary Health Centre;Rural;;0;;;;1;12;0;;;
195;1;8;ab Ohiyinta Primary Health Centre;Rural;;0;;;;1;12;0;;;
196;1;8;ab Onuaku Primary Health Centre;Rural;;0;;;;1;12;0;;;
197;1;8;ab Otamkpa Primary Health Centre;Rural;;0;;;;1;12;0;;;
198;1;8;ab Ovim Primary Health Centre;Rural;;0;;;;1;12;0;;;
199;1;8;ab Ozara Health Centre;Rural;;0;;;;1;12;0;;;
200;1;8;ab Swiss Foundation Hospital;Rural;;0;;;;1;12;0;;;
201;1;8;ab Ugwuele Primary Health Centre;Rural;;0;;;;1;12;0;;;
202;1;8;ab Ukwunwangwu Uturu Primary Health Centre;Rural;;0;;;;1;12;0;;;
203;1;8;ab Umebereaja Health Centre;Rural;;0;;;;1;12;0;;;
204;1;8;ab Umuobiala Primary Health Centre;Rural;;0;;;;1;12;0;;;
205;1;9;ab Abala Primary Health Centre;Rural;;0;;;;1;12;0;;;
206;1;9;ab Akanu Okpulo Primary Health Centre;Rural;;0;;;;1;12;0;;;
207;1;9;ab Bishop Afonya Memorial Hospital;Rural;;0;;;;1;12;0;;;
208;1;9;ab Divine Favour Maternity;Rural;;0;;;;1;12;0;;;
209;1;9;ab Ehere Primary Health Centre;Rural;;0;;;;1;12;0;;;
210;1;9;ab Isiala Itu Primary Health Centre;Rural;;0;;;;1;12;0;;;
211;1;9;ab Isiala Ndu Primary Health Centre;Rural;;0;;;;1;12;0;;;
212;1;9;ab Isiala Ovom Health Post;Rural;;0;;;;1;12;0;;;
213;1;9;ab Mbano Ntighauzor Primary Health Centre;Rural;;0;;;;1;12;0;;;
214;1;9;ab MDG Primary Health Centre Ibeme;Rural;;0;;;;1;12;0;;;
215;1;9;ab Mgboko Amiri Primary Health Centre;Rural;;0;;;;1;12;0;;;
216;1;9;ab Mgbokoanya Primary Health Centre;Rural;;0;;;;1;12;0;;;
217;1;9;ab Nenu Primary Health Centre;Rural;;0;;;;1;12;0;;;
218;1;9;ab Nigerian Christian Hospital Nlagu;Rural;;0;;;;1;12;0;;;
219;1;9;ab Ohanze Primary Health Centre;Rural;;0;;;;1;12;0;;;
220;1;9;ab Orienz Specialist Hospital;Rural;;0;;;;1;12;0;;;
221;1;9;ab Osaa Okea Primary Health Care;Rural;;0;;;;1;12;0;;;
222;1;9;ab Osaa Ukwu Primary Health Centre;Rural;;0;;;;1;12;0;;;
223;1;9;ab Presbyterian Community Services And Development;Urban;;0;;;;1;12;0;;;
224;1;9;ab Regent Cross Clinic;Rural;;0;;;;1;12;0;;;
225;1;9;ab Semcon Friends Mission Hospital and Motherless Babies Home;Rural;;0;;;;1;12;0;;;
226;1;9;ab St. Grace Foundation Hospital And Maternity;Rural;;0;;;;1;12;0;;;
227;1;9;ab Umuezigbe Primary Health Centre;Rural;;0;;;;1;12;0;;;
228;1;9;ab Uwoahiafor Primary Health Centre;Rural;;0;;;;1;12;0;;;
229;1;10;ab Abariba General Hospital;Rural;;0;;;;1;12;0;;;
230;1;10;ab Abia Health Centre;Rural;;0;;;;1;12;0;;;
231;1;10;ab Akanu Ukwu Primary Health Centre;Rural;;0;;;;1;12;0;;;
232;1;10;ab Amaekpu Primary Health Centre;Rural;;0;;;;1;12;0;;;
233;1;10;ab Amuma Health Centre;Rural;;0;;;;1;12;0;;;
234;1;10;ab Amurie Primary Health Centre;Rural;;0;;;;1;12;0;;;
235;1;10;ab Basic Health Centre;Rural;;0;;;;1;12;0;;;
236;1;10;ab Daughter of Mary Mother of Mercy;Rural;;0;;;;1;12;0;;;
237;1;10;ab Ekeluogo Health Centre;Rural;;0;;;;1;12;0;;;
238;1;10;ab Ekpankuma Health Centre;Rural;;0;;;;1;12;0;;;
239;1;10;ab Ihenta Health Centre;Rural;;0;;;;1;12;0;;;
240;1;10;ab Isi Ugwu Health Centre;Rural;;0;;;;1;12;0;;;
241;1;10;ab Mben Health Services;Rural;;0;;;;1;12;0;;;
242;1;10;ab Mgbaga Health Centre;Rural;;0;;;;1;12;0;;;
243;1;10;ab Ndi Orieke Health Centre;Rural;;0;;;;1;12;0;;;
244;1;10;ab Ndi Uduma Awoke Health Centre;Rural;;0;;;;1;12;0;;;
245;1;10;ab Ndibe Health Centre;Rural;;0;;;;1;12;0;;;
246;1;10;ab Nkporo Central Primary Health Centre;Rural;;0;;;;1;12;0;;;
247;1;10;ab Nkwebi Health Centre;Rural;;0;;;;1;12;0;;;
248;1;10;ab Ohafia General Hospital;Rural;;0;;;;1;12;0;;;
249;1;10;ab Ohafor Model Health Clinic;Rural;;0;;;;1;12;0;;;
250;1;10;ab Okon Health Centre;Rural;;0;;;;1;12;0;;;
251;1;10;ab Ucheoma Medical Clinic;Rural;;0;;;;1;12;0;;;
252;1;10;ab Ugwufie Health Centre;Rural;;0;;;;1;12;0;;;
253;1;10;ab Ukwa Nkporo Health Centre;Rural;;0;;;;1;12;0;;;
254;1;10;ab Uzondu Poly Clinic;Rural;;0;;;;1;12;0;;;
255;1;11;ab Abayi Cottage Hospital;Urban;;0;;;;1;12;0;;;
256;1;11;ab Amapuife Primary Health Centre;Rural;;0;;;;1;12;0;;;
257;1;11;ab Amatoukwu Health Post;Urban;;0;;;;1;12;0;;;
258;1;11;ab Amavo Etiti Health Centre;Urban;;0;;;;1;12;0;;;
259;1;11;ab Amazing Grace Hospital;Rural;;0;;;;1;12;0;;;
260;1;11;ab Bethseda Hospital;Rural;;0;;;;1;12;0;;;
261;1;11;ab Chiazokam Hospital;Rural;;0;;;;1;12;0;;;
262;1;11;ab Chrispat Hospital;Rural;;0;;;;1;12;0;;;
263;1;11;ab Delight Hospital;Rural;;0;;;;1;12;0;;;
264;1;11;ab Egbede Health Centre;Rural;;0;;;;1;12;0;;;
265;1;11;ab Ekearo Primary Health Centre;Rural;;0;;;;1;12;0;;;
266;1;11;ab Embassy Hospital;Rural;;0;;;;1;12;0;;;
267;1;11;ab Gods Favour Hospital;Rural;;0;;;;1;12;0;;;
268;1;11;ab Good Care Hospital;Rural;;0;;;;1;12;0;;;
269;1;11;ab Ihunanya Specialist Hospital;Urban;;0;;;;1;12;0;;;
270;1;11;ab Janet Memorial Hospital;Urban;;0;;;;1;12;0;;;
271;1;11;ab Living Word Mission Hospital;Urban;;0;;;;1;12;0;;;
272;1;11;ab Mbutuoma Health Center;Rural;;0;;;;1;12;0;;;
273;1;11;ab Mount Zion Hospital;Rural;;0;;;;1;12;0;;;
274;1;11;ab New Life Centre Hospital;Rural;;0;;;;1;12;0;;;
275;1;11;ab Obioma Maternity Home;Urban;;0;;;;1;12;0;;;
276;1;11;ab Okpu Umuobo Health Center;Rural;;0;;;;1;12;0;;;
277;1;11;ab Okpuala Ukwu Health Centre;Rural;;0;;;;1;12;0;;;
278;1;11;ab Oleka Hospital;Rural;;0;;;;1;12;0;;;
279;1;11;ab Oribis Hospital;Rural;;0;;;;1;12;0;;;
280;1;11;ab Otubi Primary Health Centre;Rural;;0;;;;1;12;0;;;
281;1;11;ab Owuala Primary Health Centre;Rural;;0;;;;1;12;0;;;
282;1;11;ab Peace Maternity Hospital;Rural;;0;;;;1;12;0;;;
283;1;11;ab Romalex Hospitals;Urban;;0;;;;1;12;0;;;
284;1;11;ab Rosevine Hospital;Urban;;0;;;;1;12;0;;;
285;1;11;ab St Elizabeth Maternity;Urban;;0;;;;1;12;0;;;
286;1;11;ab St. Pauls Hospital;Urban;;0;;;;1;12;0;;;
287;1;11;ab The CALIF Hospital and Maternity;Urban;;0;;;;1;12;0;;;
288;1;11;ab U.C Golden Maternity Hospital;Rural;;0;;;;1;12;0;;;
289;1;11;ab Umuagbai Health Post;Urban;;0;;;;1;12;0;;;
290;1;11;ab Umuagbara Primary Health Centre;Rural;;0;;;;1;12;0;;;
291;1;11;ab Umuimo Health Centre;Rural;;0;;;;1;12;0;;;
292;1;11;ab Umuocham Primary Health Centre;Rural;;0;;;;1;12;0;;;
293;1;11;ab Umuode Odekwu Health Care;Rural;;0;;;;1;12;0;;;
294;1;11;ab Umuoyoro Primary Health Centre;Urban;;0;;;;1;12;0;;;
295;1;12;ab Abayi Nchokoro Primary Health Centre;Rural;;0;;;;1;12;0;;;
296;1;12;ab Akanu Model Primary Health Centre;Rural;;0;;;;1;12;0;;;
297;1;12;ab Amavo Primary Health Centre;Rural;;0;;;;1;12;0;;;
298;1;12;ab Asa Umuakwa Primary Health Centre;Rural;;0;;;;1;12;0;;;
299;1;12;ab Asa Umunka;Rural;;0;;;;1;12;0;;;
300;1;12;ab Aza Community Center;Rural;;0;;;;1;12;0;;;
301;1;12;ab Cecilias Maternity;Rural;;0;;;;1;12;0;;;
302;1;12;ab Ngwa Iyiekwe Primary Health Centre;Rural;;0;;;;1;12;0;;;
303;1;12;ab Nkem Maternity Home Akanu;Rural;;0;;;;1;12;0;;;
304;1;12;ab Nwodaku Memorial Hospital;Urban;;0;;;;1;12;0;;;
305;1;12;ab Obegu Primary Health Centre;Rural;;0;;;;1;12;0;;;
306;1;12;ab Oza Umuebukwu Primary Health Centre;Rural;;0;;;;1;12;0;;;
307;1;12;ab St Marks Clinic;Rural;;0;;;;1;12;0;;;
308;1;12;ab St. John Jesus Hospital;Rural;;0;;;;1;12;0;;;
309;1;12;ab Tochukwu Hospital;Rural;;0;;;;1;12;0;;;
310;1;12;ab Ugwunagbo Health Clinic;Rural;;0;;;;1;12;0;;;
311;1;12;ab Umuchukwu Primary Health Centre;Rural;;0;;;;1;12;0;;;
312;1;12;ab Umugo Health Clinic;Rural;;0;;;;1;12;0;;;
313;1;12;ab Umunkama Primary Health Centre;Rural;;0;;;;1;12;0;;;
314;1;12;ab Umuodo Primary Health Centre;Rural;;0;;;;1;12;0;;;
315;1;13;ab Abaki Health Centre;Rural;;0;;;;1;12;0;;;
316;1;13;ab Akanu Health Centre;Rural;;0;;;;1;12;0;;;
317;1;13;ab Akirika Uku Health;Rural;;0;;;;1;12;0;;;
318;1;13;ab Akwete Primary Health Centre;Rural;;0;;;;1;12;0;;;
319;1;13;ab Azumini Cottage Hospital;Rural;;0;;;;1;12;0;;;
320;1;13;ab Azumini Health Centre;Rural;;0;;;;1;12;0;;;
321;1;13;ab Obeaku Health Centre;Rural;;0;;;;1;12;0;;;
322;1;13;ab Obohia Health Centre;Rural;;0;;;;1;12;0;;;
323;1;13;ab Obunku Health Centre;Rural;;0;;;;1;12;0;;;
324;1;13;ab Obuozu Health Centre;Rural;;0;;;;1;12;0;;;
325;1;13;ab Ohambele Primary Health Centre;Rural;;0;;;;1;12;0;;;
326;1;13;ab Ohuru-Ndoki Primary Health Centre and Maternity;Rural;;0;;;;1;12;0;;;
327;1;13;ab Ujuru Health Centre;Rural;;0;;;;1;12;0;;;
328;1;13;ab Umule Mkporobe;Rural;;0;;;;1;12;0;;;
329;1;14;ab Obehie Health Centre;Rural;;0;;;;1;12;0;;;
330;1;14;ab Obibor Health Centre;Rural;;0;;;;1;12;0;;;
331;1;14;ab Obokwe Health Centre;Rural;;0;;;;1;12;0;;;
332;1;14;ab Ogwe Health Centre;Rural;;0;;;;1;12;0;;;
333;1;14;ab Omumauzor Primary Health Centre;Rural;;0;;;;1;12;0;;;
334;1;14;ab Owa Asa Health Centre;Rural;;0;;;;1;12;0;;;
335;1;14;ab Owaza Cottage Hospital;Rural;;0;;;;1;12;0;;;
336;1;14;ab Umuaka Health Centre;Rural;;0;;;;1;12;0;;;
337;1;14;ab Umuiku Health Centre;Rural;;0;;;;1;12;0;;;
338;1;14;ab Umuitor Health Centre;Rural;;0;;;;1;12;0;;;
339;1;14;ab Umukalu Health Centre;Rural;;0;;;;1;12;0;;;
340;1;15;ab Ahiaeke Ndume Primary Health Centre;Urban;;0;;;;1;12;0;;;
341;1;15;ab All Saint Maternity and Clinic;Urban;;0;;;;1;12;0;;;
